Age,dataset
9.917,ABCD_site08
9.333,ABCD_site03
9.75,ABCD_site02
9,ABCD_site11
10.917,ABCD_site05
10.917,ABCD_site14
9.75,ABCD_site15
10.25,ABCD_site08
10.25,ABCD_site03
10.5,ABCD_site09
9.75,ABCD_site16
10.5,ABCD_site10
10.75,ABCD_site21
9.417,ABCD_site19
10.083,ABCD_site06
10.583,ABCD_site21
9.667,ABCD_site20
9.167,ABCD_site05
9.75,ABCD_site03
9.167,ABCD_site16
9.5,ABCD_site03
9.417,ABCD_site10
10.833,ABCD_site09
9.333,ABCD_site15
10.167,ABCD_site21
9.833,ABCD_site19
10.917,ABCD_site19
9.667,ABCD_site21
8.917,ABCD_site11
10.917,ABCD_site05
9.917,ABCD_site04
9.917,ABCD_site20
10.333,ABCD_site10
9.417,ABCD_site14
10.417,ABCD_site03
10.917,ABCD_site03
10,ABCD_site02
10.917,ABCD_site14
10,ABCD_site14
9.917,ABCD_site08
10.083,ABCD_site17
10.083,ABCD_site06
10.417,ABCD_site06
10.5,ABCD_site16
10.083,ABCD_site03
10.083,ABCD_site16
9.667,ABCD_site17
9.083,ABCD_site21
10.25,ABCD_site17
10.667,ABCD_site20
9.75,ABCD_site20
9,ABCD_site07
10.75,ABCD_site19
10.083,ABCD_site19
10.667,ABCD_site02
10,ABCD_site16
10.333,ABCD_site16
10,ABCD_site05
9.167,ABCD_site06
10.25,ABCD_site05
10.5,ABCD_site15
9.583,ABCD_site11
10.083,ABCD_site10
10.75,ABCD_site17
9.667,ABCD_site19
10.5,ABCD_site19
10.25,ABCD_site14
9.5,ABCD_site03
10.333,ABCD_site08
10.667,ABCD_site12
10.167,ABCD_site21
10.833,ABCD_site04
10.333,ABCD_site09
9.667,ABCD_site04
10.25,ABCD_site19
9.25,ABCD_site04
10.417,ABCD_site03
10.333,ABCD_site02
10.5,ABCD_site03
10.917,ABCD_site14
9,ABCD_site17
9.167,ABCD_site07
9.417,ABCD_site20
9.667,ABCD_site20
9.25,ABCD_site03
9,ABCD_site04
10.833,ABCD_site06
9,ABCD_site04
10.917,ABCD_site08
9.583,ABCD_site19
10.167,ABCD_site02
10,ABCD_site15
9.083,ABCD_site16
9.083,ABCD_site03
10,ABCD_site16
10.25,ABCD_site07
10.917,ABCD_site09
10.167,ABCD_site20
9.5,ABCD_site17
9.833,ABCD_site04
10.833,ABCD_site02
9.75,ABCD_site15
9.75,ABCD_site16
9.5,ABCD_site14
10.833,ABCD_site14
9.833,ABCD_site14
9.083,ABCD_site15
10.75,ABCD_site09
10.583,ABCD_site16
9.083,ABCD_site16
10.583,ABCD_site21
9,ABCD_site08
9.5,ABCD_site05
9.5,ABCD_site07
10.917,ABCD_site20
9.417,ABCD_site02
10.083,ABCD_site03
9.417,ABCD_site20
9.667,ABCD_site14
9.417,ABCD_site03
10,ABCD_site16
10.917,ABCD_site17
9,ABCD_site03
10.917,ABCD_site09
10.333,ABCD_site21
9.5,ABCD_site03
9.25,ABCD_site10
9.667,ABCD_site04
9.417,ABCD_site17
10.167,ABCD_site04
10.25,ABCD_site02
10.583,ABCD_site20
9.417,ABCD_site11
9.583,ABCD_site03
10.917,ABCD_site05
9.833,ABCD_site16
9.083,ABCD_site10
9.083,ABCD_site03
9.25,ABCD_site02
10.833,ABCD_site16
10.333,ABCD_site06
10.917,ABCD_site20
9,ABCD_site16
10.417,ABCD_site03
10.333,ABCD_site15
9.167,ABCD_site07
10.667,ABCD_site21
10.083,ABCD_site11
9.833,ABCD_site08
9.917,ABCD_site19
10.917,ABCD_site14
10,ABCD_site03
9.083,ABCD_site10
9.667,ABCD_site20
9.083,ABCD_site03
9.75,ABCD_site06
10.333,ABCD_site10
9.333,ABCD_site10
9.833,ABCD_site11
9.583,ABCD_site16
10,ABCD_site13
9.167,ABCD_site06
10.417,ABCD_site19
10.417,ABCD_site16
10.417,ABCD_site02
9,ABCD_site08
9,ABCD_site04
9.417,ABCD_site07
9.083,ABCD_site04
10.417,ABCD_site17
9.25,ABCD_site16
10.083,ABCD_site12
10.667,ABCD_site20
9.167,ABCD_site04
10.583,ABCD_site09
10.75,ABCD_site14
9,ABCD_site10
9.083,ABCD_site16
9,ABCD_site16
9.75,ABCD_site01
9.083,ABCD_site04
9.833,ABCD_site06
9.167,ABCD_site20
10.667,ABCD_site15
10.833,ABCD_site16
10,ABCD_site16
10,ABCD_site17
10.167,ABCD_site06
10.667,ABCD_site21
10.583,ABCD_site16
9.083,ABCD_site06
10.75,ABCD_site20
9.667,ABCD_site06
10.917,ABCD_site14
9,ABCD_site15
9.583,ABCD_site20
10.917,ABCD_site14
10,ABCD_site16
9.333,ABCD_site16
9.417,ABCD_site19
10.083,ABCD_site09
9,ABCD_site05
10.917,ABCD_site20
10.583,ABCD_site10
9,ABCD_site16
9,ABCD_site04
10.583,ABCD_site14
10.5,ABCD_site19
9,ABCD_site03
9.833,ABCD_site19
9.667,ABCD_site03
10.583,ABCD_site15
10.25,ABCD_site20
9.333,ABCD_site10
10.917,ABCD_site02
10.917,ABCD_site16
10.583,ABCD_site14
9.167,ABCD_site03
10.917,ABCD_site17
10.5,ABCD_site16
9.083,ABCD_site08
8.917,ABCD_site18
10,ABCD_site03
9.167,ABCD_site03
9.75,ABCD_site18
10.917,ABCD_site02
9.083,ABCD_site16
10.417,ABCD_site06
9.25,ABCD_site05
10.167,ABCD_site16
9.25,ABCD_site19
10.083,ABCD_site19
10.5,ABCD_site14
10.833,ABCD_site20
10.333,ABCD_site09
10,ABCD_site20
9.167,ABCD_site11
8.917,ABCD_site04
10.667,ABCD_site02
9.5,ABCD_site10
10.5,ABCD_site16
10.333,ABCD_site19
10.583,ABCD_site21
10.833,ABCD_site03
9.667,ABCD_site14
10.583,ABCD_site17
10.333,ABCD_site03
9.583,ABCD_site21
9,ABCD_site11
9.167,ABCD_site04
10.667,ABCD_site04
11,ABCD_site21
10.917,ABCD_site15
10.417,ABCD_site12
9.417,ABCD_site11
9,ABCD_site21
10.667,ABCD_site08
9.333,ABCD_site08
9.417,ABCD_site07
9.917,ABCD_site08
10.917,ABCD_site20
10,ABCD_site16
9.25,ABCD_site17
9.083,ABCD_site16
10.417,ABCD_site19
10,ABCD_site14
9.167,ABCD_site10
9.667,ABCD_site02
10.083,ABCD_site05
9.083,ABCD_site05
10.833,ABCD_site02
9.25,ABCD_site16
9.167,ABCD_site09
10.833,ABCD_site04
10.25,ABCD_site08
10.083,ABCD_site15
11,ABCD_site05
10.583,ABCD_site21
10.667,ABCD_site03
10.75,ABCD_site14
9.667,ABCD_site07
10.917,ABCD_site02
9.833,ABCD_site03
9.5,ABCD_site16
10.917,ABCD_site09
9.75,ABCD_site18
9.5,ABCD_site20
10.917,ABCD_site21
10.083,ABCD_site02
10.417,ABCD_site21
9.333,ABCD_site04
9.667,ABCD_site16
9.917,ABCD_site14
9.667,ABCD_site08
10.5,ABCD_site14
10.583,ABCD_site17
9.333,ABCD_site04
9.417,ABCD_site06
9,ABCD_site09
9,ABCD_site03
10.5,ABCD_site20
9.833,ABCD_site02
10.167,ABCD_site05
11.083,ABCD_site10
10.667,ABCD_site17
10.833,ABCD_site08
9.917,ABCD_site02
9.917,ABCD_site16
9.167,ABCD_site05
10.667,ABCD_site18
9.833,ABCD_site14
9.5,ABCD_site01
9.917,ABCD_site04
10.667,ABCD_site14
9.917,ABCD_site07
10.75,ABCD_site20
9.417,ABCD_site16
10.333,ABCD_site14
9.917,ABCD_site16
10.75,ABCD_site04
10.833,ABCD_site16
10.833,ABCD_site14
10.75,ABCD_site16
10.75,ABCD_site14
9.167,ABCD_site02
10.833,ABCD_site19
9,ABCD_site02
9.667,ABCD_site04
10.167,ABCD_site14
9.667,ABCD_site19
9.583,ABCD_site02
10.083,ABCD_site20
9.5,ABCD_site13
9.417,ABCD_site15
9.667,ABCD_site11
9,ABCD_site16
9.083,ABCD_site18
10.917,ABCD_site07
10.167,ABCD_site17
9.583,ABCD_site07
10.583,ABCD_site07
10.833,ABCD_site02
9.167,ABCD_site03
10.917,ABCD_site15
10.75,ABCD_site16
9.083,ABCD_site15
10.25,ABCD_site19
9.167,ABCD_site05
10.5,ABCD_site06
10.667,ABCD_site19
9.25,ABCD_site03
9.167,ABCD_site16
10.333,ABCD_site08
10.833,ABCD_site01
9.75,ABCD_site20
8.917,ABCD_site13
10.167,ABCD_site04
9.75,ABCD_site05
10.083,ABCD_site08
10.25,ABCD_site10
10.917,ABCD_site04
10.25,ABCD_site04
10.583,ABCD_site16
9.5,ABCD_site20
9,ABCD_site16
9.167,ABCD_site09
10.917,ABCD_site04
9,ABCD_site06
9.417,ABCD_site05
9,ABCD_site15
10.25,ABCD_site06
9.167,ABCD_site19
9.583,ABCD_site21
10.833,ABCD_site04
10.667,ABCD_site09
9.833,ABCD_site03
10.917,ABCD_site16
9,ABCD_site10
9.5,ABCD_site15
8.917,ABCD_site17
9,ABCD_site05
9.083,ABCD_site21
9,ABCD_site16
10.25,ABCD_site16
9.667,ABCD_site19
10.083,ABCD_site09
10.667,ABCD_site08
9.333,ABCD_site20
10.5,ABCD_site03
9.75,ABCD_site16
9.083,ABCD_site16
10.75,ABCD_site09
9.417,ABCD_site09
9.417,ABCD_site21
9.917,ABCD_site14
10.5,ABCD_site02
9.667,ABCD_site16
9,ABCD_site03
9.667,ABCD_site19
10.833,ABCD_site15
10.25,ABCD_site09
10.833,ABCD_site09
10.25,ABCD_site04
10.917,ABCD_site04
10.417,ABCD_site03
9.083,ABCD_site11
9.5,ABCD_site06
10.75,ABCD_site17
9.667,ABCD_site03
9.667,ABCD_site21
9.25,ABCD_site16
10.833,ABCD_site21
9,ABCD_site02
10.917,ABCD_site16
9.5,ABCD_site05
9.333,ABCD_site05
10.917,ABCD_site14
10.25,ABCD_site03
9,ABCD_site11
9.75,ABCD_site15
10.917,ABCD_site06
10.75,ABCD_site19
9.667,ABCD_site05
9.583,ABCD_site15
9.083,ABCD_site17
10.75,ABCD_site21
9.667,ABCD_site02
9.667,ABCD_site04
9.333,ABCD_site21
10.083,ABCD_site04
9.083,ABCD_site04
9.333,ABCD_site17
10.333,ABCD_site16
10.167,ABCD_site15
9.5,ABCD_site19
10.083,ABCD_site03
10.5,ABCD_site12
9,ABCD_site20
10.667,ABCD_site20
8.917,ABCD_site17
9.667,ABCD_site16
9.083,ABCD_site03
10.917,ABCD_site06
10.75,ABCD_site11
9.25,ABCD_site08
9.333,ABCD_site02
10.083,ABCD_site10
10.167,ABCD_site19
10.25,ABCD_site05
9.667,ABCD_site19
10.083,ABCD_site20
10.167,ABCD_site06
10.75,ABCD_site16
9.833,ABCD_site11
9.583,ABCD_site03
9.833,ABCD_site14
10,ABCD_site21
9,ABCD_site17
10.917,ABCD_site11
9.083,ABCD_site16
10.833,ABCD_site10
10.667,ABCD_site21
9.25,ABCD_site18
10.333,ABCD_site19
10.417,ABCD_site15
9.583,ABCD_site14
9.417,ABCD_site18
9.667,ABCD_site09
10,ABCD_site21
9.75,ABCD_site03
9.083,ABCD_site21
9.583,ABCD_site21
10.5,ABCD_site05
10.333,ABCD_site11
10.417,ABCD_site16
10.75,ABCD_site11
10.917,ABCD_site14
10.333,ABCD_site09
9,ABCD_site16
10.917,ABCD_site16
10,ABCD_site15
10.333,ABCD_site20
9.833,ABCD_site05
9,ABCD_site11
10.25,ABCD_site18
10.917,ABCD_site14
10.083,ABCD_site20
10.5,ABCD_site03
10.083,ABCD_site20
10.25,ABCD_site12
10.417,ABCD_site02
8.917,ABCD_site17
10.5,ABCD_site14
9.333,ABCD_site10
9.667,ABCD_site16
9.833,ABCD_site03
9,ABCD_site11
10.167,ABCD_site20
9.917,ABCD_site19
9.167,ABCD_site16
9,ABCD_site02
10.167,ABCD_site20
9.917,ABCD_site19
9.5,ABCD_site20
10.667,ABCD_site19
9.667,ABCD_site13
10.083,ABCD_site16
9.5,ABCD_site19
10.667,ABCD_site08
9.083,ABCD_site16
10.167,ABCD_site21
10,ABCD_site15
9,ABCD_site11
10.5,ABCD_site02
9.5,ABCD_site12
10.5,ABCD_site16
10,ABCD_site14
10.833,ABCD_site03
9.417,ABCD_site15
11,ABCD_site16
10.5,ABCD_site10
9.833,ABCD_site08
10,ABCD_site06
10.833,ABCD_site06
10.583,ABCD_site19
10.167,ABCD_site14
9.333,ABCD_site14
10.083,ABCD_site16
9.083,ABCD_site07
9.083,ABCD_site16
9.417,ABCD_site11
9,ABCD_site06
9,ABCD_site06
9,ABCD_site11
9.583,ABCD_site09
10.583,ABCD_site21
10.5,ABCD_site03
10.583,ABCD_site16
9.917,ABCD_site16
10.667,ABCD_site19
10.833,ABCD_site16
10,ABCD_site20
10.833,ABCD_site06
9.917,ABCD_site17
9.75,ABCD_site14
10.333,ABCD_site20
10.75,ABCD_site19
9.917,ABCD_site21
9.25,ABCD_site16
9,ABCD_site02
10.75,ABCD_site18
10.5,ABCD_site21
9.667,ABCD_site07
9.667,ABCD_site21
10.5,ABCD_site15
10.917,ABCD_site21
10.25,ABCD_site08
10.083,ABCD_site19
10.083,ABCD_site04
9.583,ABCD_site17
10.75,ABCD_site03
10.333,ABCD_site14
10.917,ABCD_site02
9.75,ABCD_site08
9.083,ABCD_site03
9.25,ABCD_site04
9.75,ABCD_site02
10.667,ABCD_site16
9.25,ABCD_site04
9.083,ABCD_site04
10.167,ABCD_site14
9.667,ABCD_site03
10.417,ABCD_site02
10.417,ABCD_site10
9.583,ABCD_site15
9.917,ABCD_site20
10.667,ABCD_site19
10.333,ABCD_site02
9.167,ABCD_site04
9,ABCD_site16
10.5,ABCD_site17
10.167,ABCD_site03
9,ABCD_site10
9.083,ABCD_site16
10.917,ABCD_site12
10.5,ABCD_site19
10.333,ABCD_site08
10.083,ABCD_site11
9.25,ABCD_site17
10.417,ABCD_site21
10.667,ABCD_site03
9.417,ABCD_site03
9.25,ABCD_site06
9,ABCD_site04
9,ABCD_site16
9.75,ABCD_site03
9.75,ABCD_site21
10.417,ABCD_site07
9.75,ABCD_site21
9.25,ABCD_site08
9,ABCD_site08
10.833,ABCD_site09
10.25,ABCD_site02
10.333,ABCD_site07
9.5,ABCD_site20
9.417,ABCD_site18
10.083,ABCD_site21
10.5,ABCD_site20
10.75,ABCD_site18
9.167,ABCD_site16
10.833,ABCD_site18
9.667,ABCD_site11
10.25,ABCD_site16
10.583,ABCD_site20
10.75,ABCD_site14
10.917,ABCD_site17
11,ABCD_site14
10.833,ABCD_site12
9.333,ABCD_site14
9,ABCD_site10
10.5,ABCD_site14
9.75,ABCD_site06
9.917,ABCD_site10
9.083,ABCD_site16
9.083,ABCD_site06
10.5,ABCD_site10
10.75,ABCD_site14
10,ABCD_site06
10.25,ABCD_site04
10,ABCD_site14
9.833,ABCD_site04
10.5,ABCD_site19
10.25,ABCD_site20
9.667,ABCD_site06
10.667,ABCD_site02
10.167,ABCD_site19
9.417,ABCD_site16
9.417,ABCD_site07
9,ABCD_site13
9.25,ABCD_site04
10.75,ABCD_site06
9.417,ABCD_site21
9.167,ABCD_site07
10.333,ABCD_site18
10.083,ABCD_site16
10.167,ABCD_site11
10.25,ABCD_site14
9.583,ABCD_site02
9.333,ABCD_site21
9.417,ABCD_site18
9,ABCD_site09
11,ABCD_site02
9.417,ABCD_site16
9.667,ABCD_site03
10.333,ABCD_site06
9.75,ABCD_site20
10.25,ABCD_site20
9.917,ABCD_site04
10.833,ABCD_site16
9.667,ABCD_site16
10.833,ABCD_site16
9.083,ABCD_site16
9.583,ABCD_site14
10,ABCD_site16
9.083,ABCD_site17
9.667,ABCD_site19
9.833,ABCD_site19
10.917,ABCD_site09
10.5,ABCD_site03
10.333,ABCD_site02
9.5,ABCD_site02
9.583,ABCD_site07
10,ABCD_site16
11,ABCD_site06
10.667,ABCD_site19
10.75,ABCD_site15
9,ABCD_site16
10.083,ABCD_site17
10.917,ABCD_site11
10.417,ABCD_site09
10.583,ABCD_site01
9,ABCD_site03
8.917,ABCD_site08
9,ABCD_site03
10,ABCD_site16
10.833,ABCD_site16
9.167,ABCD_site02
9.417,ABCD_site20
10.917,ABCD_site06
10.333,ABCD_site21
10,ABCD_site03
9.083,ABCD_site16
9.25,ABCD_site07
9.417,ABCD_site17
9.917,ABCD_site19
9,ABCD_site21
10.333,ABCD_site16
10.417,ABCD_site09
10.333,ABCD_site04
9.75,ABCD_site17
10.917,ABCD_site19
10.833,ABCD_site05
9.25,ABCD_site07
9.583,ABCD_site05
10.667,ABCD_site20
11,ABCD_site02
10.667,ABCD_site21
9,ABCD_site17
9.833,ABCD_site20
10.583,ABCD_site05
9.917,ABCD_site08
10.75,ABCD_site03
10.417,ABCD_site19
9.25,ABCD_site16
10.583,ABCD_site19
9.5,ABCD_site09
10.333,ABCD_site06
9.917,ABCD_site02
10.833,ABCD_site15
10.917,ABCD_site16
10.917,ABCD_site18
9.167,ABCD_site05
10.333,ABCD_site08
9.083,ABCD_site03
9.583,ABCD_site15
10.25,ABCD_site18
10.333,ABCD_site06
9,ABCD_site11
10.75,ABCD_site04
10.167,ABCD_site06
10.917,ABCD_site14
10.083,ABCD_site08
9,ABCD_site03
10.5,ABCD_site19
25.12,ABIDE1_PITT
12.92,ABIDE1_PITT
19.8,ABIDE1_PITT
12.15,ABIDE1_PITT
14.77,ABIDE1_PITT
17.36,ABIDE1_PITT
13.28,ABIDE1_PITT
19.16,ABIDE1_PITT
13.95,ABIDE1_PITT
24.6,ABIDE1_PITT
27.92,ABIDE1_PITT
33.17,ABIDE1_PITT
13.78,ABIDE1_PITT
17.13,ABIDE1_PITT
15.7,ABIDE1_PITT
20.65,ABIDE1_PITT
15.35,ABIDE1_PITT
11.81,ABIDE1_PITT
15.82,ABIDE1_PITT
14.37,ABIDE1_PITT
12.83,ABIDE1_PITT
33.24,ABIDE1_PITT
23.1,ABIDE1_PITT
21.22,ABIDE1_PITT
20.34,ABIDE1_PITT
16,ABIDE1_OLIN
17,ABIDE1_OLIN
21,ABIDE1_OLIN
21,ABIDE1_OLIN
14,ABIDE1_OLIN
17,ABIDE1_OLIN
15,ABIDE1_OLIN
20,ABIDE1_OLIN
23,ABIDE1_OLIN
15,ABIDE1_OLIN
21,ABIDE1_OLIN
14.75,ABIDE1_SDSU
13.35,ABIDE1_SDSU
12.58,ABIDE1_SDSU
12.91,ABIDE1_SDSU
15.28,ABIDE1_SDSU
15.53,ABIDE1_SDSU
13.88,ABIDE1_SDSU
13.77,ABIDE1_SDSU
12.08,ABIDE1_SDSU
16.05,ABIDE1_SDSU
14.86,ABIDE1_SDSU
14.1,ABIDE1_SDSU
8.67,ABIDE1_SDSU
13.78,ABIDE1_SDSU
16.57,ABIDE1_SDSU
16.6,ABIDE1_SDSU
12.38,ABIDE1_SDSU
14.76,ABIDE1_SDSU
16.88,ABIDE1_SDSU
12.9,ABIDE1_SDSU
14.91,ABIDE1_TRI
19.83,ABIDE1_TRI
20.33,ABIDE1_TRI
20.08,ABIDE1_TRI
21.33,ABIDE1_TRI
19.08,ABIDE1_TRI
25.66,ABIDE1_TRI
15.91,ABIDE1_TRI
17.5,ABIDE1_TRI
14.41,ABIDE1_TRI
14.66,ABIDE1_TRI
19.33,ABIDE1_TRI
19.66,ABIDE1_TRI
15.3,ABIDE1_UM1
17.4,ABIDE1_UM1
17.1,ABIDE1_UM1
16.1,ABIDE1_UM1
17.2,ABIDE1_UM1
10.2,ABIDE1_UM1
11,ABIDE1_UM1
17.8,ABIDE1_UM1
14.3,ABIDE1_UM1
11.8,ABIDE1_UM1
13.5,ABIDE1_UM1
18,ABIDE1_UM1
16.1,ABIDE1_UM1
18.2,ABIDE1_UM1
12.6,ABIDE1_UM1
13.8,ABIDE1_UM1
18.2,ABIDE1_UM1
18.9,ABIDE1_UM1
15.6,ABIDE1_UM1
19.2,ABIDE1_UM1
18.9,ABIDE1_UM1
12.4,ABIDE1_UM1
16.8,ABIDE1_UM1
13.1,ABIDE1_UM1
10.9,ABIDE1_UM1
17.2,ABIDE1_UM1
9.5,ABIDE1_UM1
9.8,ABIDE1_UM1
13.9,ABIDE1_UM1
18.3,ABIDE1_UM1
11.2,ABIDE1_UM1
9.8,ABIDE1_UM1
10.8,ABIDE1_UM1
15.6,ABIDE1_UM1
8.2,ABIDE1_UM1
10.8,ABIDE1_UM1
17.9,ABIDE1_UM1
14.8,ABIDE1_UM1
12.8,ABIDE1_UM1
10.2,ABIDE1_UM1
17.2,ABIDE1_UM1
9.7,ABIDE1_UM1
11.6,ABIDE1_UM1
11.5,ABIDE1_UM1
11.6,ABIDE1_UM1
14.3,ABIDE1_UM1
17.4,ABIDE1_UM1
28.8,ABIDE1_UM2
17.8,ABIDE1_UM2
17.8,ABIDE1_UM2
14,ABIDE1_UM2
26.8,ABIDE1_UM2
14.5,ABIDE1_UM2
17.2,ABIDE1_UM2
13.8,ABIDE1_UM2
17.6,ABIDE1_UM2
15.8,ABIDE1_UM2
15.4,ABIDE1_UM2
17.9,ABIDE1_UM2
16.6,ABIDE1_UM2
13.6,ABIDE1_UM2
15.5,ABIDE1_UM2
18.281,ABIDE1_USM
18.738,ABIDE1_USM
18.262,ABIDE1_USM
16.104,ABIDE1_USM
13.81,ABIDE1_USM
14.943,ABIDE1_USM
15.025,ABIDE1_USM
22.601,ABIDE1_USM
23.948,ABIDE1_USM
27.598,ABIDE1_USM
26.853,ABIDE1_USM
17.071,ABIDE1_USM
24.988,ABIDE1_USM
18.138,ABIDE1_USM
27.324,ABIDE1_USM
12.939,ABIDE1_USM
10.467,ABIDE1_USM
18.218,ABIDE1_USM
21.098,ABIDE1_USM
29.969,ABIDE1_USM
18.801,ABIDE1_USM
31.283,ABIDE1_USM
16.099,ABIDE1_USM
34.053,ABIDE1_USM
26.147,ABIDE1_USM
18.155,ABIDE1_USM
14.412,ABIDE1_USM
16.394,ABIDE1_USM
24.654,ABIDE1_USM
28.367,ABIDE1_USM
9.955,ABIDE1_USM
34.007,ABIDE1_USM
39.253,ABIDE1_USM
19.759,ABIDE1_USM
39.395,ABIDE1_USM
28.561,ABIDE1_USM
25.016,ABIDE1_USM
15.92,ABIDE1_YALE
12.75,ABIDE1_YALE
9.75,ABIDE1_YALE
8.67,ABIDE1_YALE
14.42,ABIDE1_YALE
10.67,ABIDE1_YALE
14.25,ABIDE1_YALE
13.75,ABIDE1_YALE
12.25,ABIDE1_YALE
9.25,ABIDE1_YALE
13.33,ABIDE1_YALE
10.83,ABIDE1_YALE
13.92,ABIDE1_YALE
7.66,ABIDE1_YALE
9.66,ABIDE1_YALE
17.83,ABIDE1_YALE
13.92,ABIDE1_YALE
16.66,ABIDE1_YALE
16.66,ABIDE1_YALE
11,ABIDE1_YALE
15.75,ABIDE1_YALE
14.17,ABIDE1_YALE
10.92,ABIDE1_YALE
14,ABIDE1_YALE
8.42,ABIDE1_YALE
15.25,ABIDE1_YALE
12.33,ABIDE1_YALE
28,ABIDE1_CMU
21,ABIDE1_CMU
27,ABIDE1_CMU
27,ABIDE1_CMU
25,ABIDE1_CMU
20,ABIDE1_CMU
21,ABIDE1_CMU
21,ABIDE1_CMU
33,ABIDE1_CMU
31,ABIDE1_CMU
40,ABIDE1_CMU
25,ABIDE1_CMU
30,ABIDE1_CMU
23,ABIDE1_LEU1
24,ABIDE1_LEU1
23,ABIDE1_LEU1
22,ABIDE1_LEU1
21,ABIDE1_LEU1
22,ABIDE1_LEU1
22,ABIDE1_LEU1
28,ABIDE1_LEU1
21,ABIDE1_LEU1
18,ABIDE1_LEU1
29,ABIDE1_LEU1
22,ABIDE1_LEU1
22,ABIDE1_LEU1
25,ABIDE1_LEU1
27,ABIDE1_LEU1
13.8,ABIDE1_LEU2
13.8,ABIDE1_LEU2
15.1,ABIDE1_LEU2
14.2,ABIDE1_LEU2
16.6,ABIDE1_LEU2
15.6,ABIDE1_LEU2
12.3,ABIDE1_LEU2
16.2,ABIDE1_LEU2
12.4,ABIDE1_LEU2
14.7,ABIDE1_LEU2
16.6,ABIDE1_LEU2
14.3,ABIDE1_LEU2
12.2,ABIDE1_LEU2
12.8,ABIDE1_LEU2
15.2,ABIDE1_LEU2
12.4,ABIDE1_LEU2
14.2,ABIDE1_LEU2
16.9,ABIDE1_LEU2
12.77,ABIDE1_KKI
10.84,ABIDE1_KKI
10.64,ABIDE1_KKI
11,ABIDE1_KKI
9.3,ABIDE1_KKI
8.39,ABIDE1_KKI
9.73,ABIDE1_KKI
9.41,ABIDE1_KKI
9.82,ABIDE1_KKI
9.3,ABIDE1_KKI
10.18,ABIDE1_KKI
10.4,ABIDE1_KKI
8.07,ABIDE1_KKI
8.75,ABIDE1_KKI
10.82,ABIDE1_KKI
10.25,ABIDE1_KKI
9.31,ABIDE1_KKI
8.83,ABIDE1_KKI
8.43,ABIDE1_KKI
11.85,ABIDE1_KKI
12.76,ABIDE1_KKI
9.97,ABIDE1_KKI
10.79,ABIDE1_KKI
8.46,ABIDE1_KKI
9.73,ABIDE1_KKI
9.97,ABIDE1_KKI
9.71,ABIDE1_KKI
8.87,ABIDE1_KKI
11.17,ABIDE1_KKI
12.43,ABIDE1_KKI
8.04,ABIDE1_NYU
8.26,ABIDE1_NYU
8.5,ABIDE1_NYU
8.52,ABIDE1_NYU
8.9,ABIDE1_NYU
8.91,ABIDE1_NYU
10.86,ABIDE1_NYU
11.56,ABIDE1_NYU
11.56,ABIDE1_NYU
12.1,ABIDE1_NYU
12.44,ABIDE1_NYU
13.22,ABIDE1_NYU
13.25,ABIDE1_NYU
14.06,ABIDE1_NYU
14.18,ABIDE1_NYU
14.38,ABIDE1_NYU
14.42,ABIDE1_NYU
15.95,ABIDE1_NYU
17.31,ABIDE1_NYU
21.58,ABIDE1_NYU
22.11,ABIDE1_NYU
22.76,ABIDE1_NYU
22.74,ABIDE1_NYU
27.03,ABIDE1_NYU
27.76,ABIDE1_NYU
29.13,ABIDE1_NYU
7.26,ABIDE1_NYU
10.52,ABIDE1_NYU
18.59,ABIDE1_NYU
23.65,ABIDE1_NYU
31.78,ABIDE1_NYU
8.15,ABIDE1_NYU
7.29,ABIDE1_NYU
10.69,ABIDE1_NYU
11.91,ABIDE1_NYU
12.49,ABIDE1_NYU
12.81,ABIDE1_NYU
14.2,ABIDE1_NYU
16.93,ABIDE1_NYU
17.3,ABIDE1_NYU
6.47,ABIDE1_NYU
7.19,ABIDE1_NYU
8.01,ABIDE1_NYU
8.82,ABIDE1_NYU
8.88,ABIDE1_NYU
8.93,ABIDE1_NYU
9.23,ABIDE1_NYU
9.81,ABIDE1_NYU
10.46,ABIDE1_NYU
10.52,ABIDE1_NYU
10.73,ABIDE1_NYU
10.76,ABIDE1_NYU
11.03,ABIDE1_NYU
11.32,ABIDE1_NYU
11.69,ABIDE1_NYU
12.1,ABIDE1_NYU
12.23,ABIDE1_NYU
13.18,ABIDE1_NYU
13.583,ABIDE1_NYU
13.628,ABIDE1_NYU
13.72,ABIDE1_NYU
14.36,ABIDE1_NYU
14.425,ABIDE1_NYU
14.653,ABIDE1_NYU
14.66,ABIDE1_NYU
15.27,ABIDE1_NYU
15.284,ABIDE1_NYU
15.42,ABIDE1_NYU
15.53,ABIDE1_NYU
15.71,ABIDE1_NYU
16.13,ABIDE1_NYU
16.28,ABIDE1_NYU
16.55,ABIDE1_NYU
19.228,ABIDE1_NYU
22.38,ABIDE1_NYU
22.48,ABIDE1_NYU
22.76,ABIDE1_NYU
25.34,ABIDE1_NYU
28.203,ABIDE1_NYU
29.02,ABIDE1_NYU
30.724,ABIDE1_NYU
10.19,ABIDE1_NYU
10.74,ABIDE1_NYU
11.92,ABIDE1_NYU
12.07,ABIDE1_NYU
12.67,ABIDE1_NYU
14.79,ABIDE1_NYU
16.31,ABIDE1_NYU
16.55,ABIDE1_NYU
16.88,ABIDE1_NYU
17.7,ABIDE1_NYU
